Emotion,Text
None,How To Increase The Cleavage Naturally -
Frustrated,RT @RogueNASA: Dear @twitter - tell @realdonaldtrump that if there is nuclear war the internet dies and he can’t use you. Please.
None,Within Temptation - Ice Queen [OFFICIAL VIDEO]
None,DJ Dallax - The Real New Wave
Thoughtful,RT @WWMNBN: In the name of scientific research - when you brush your teeth which side do you start with? Dominant hand side or non dominan…
None,"RT @CSGORoll: AK-47 | Jaguar MW

- RT
- Follow
- Enable notifications on CSGORoll
- Summer Giveaway 

Ends… "
Frustrated,Trump Confirms Classified Intel and Tips Off N. Korea With One Brainless Retweet -
Happy,RT @maxitup: Bedruthan Strike - I was on the North Cornish coast last night for Sunset I also got this! @StormHour #stormhour…
Excitement,RT @maxitup: Bedruthan Strike - I was on the North Cornish coast last night for Sunset I also got this! @StormHour #stormhour…
None,We're #hiring! Click to apply: Manager Credit Card Fraud Analytics -  #BusinessMgmt #markham ON #Job #Jobs
Love,Dua Lipa - New Rules 😍😍😍😍
Excitement,Dua Lipa - New Rules 😍😍😍😍
None,"RT @CSGORoll: AK-47 | Jaguar MW

- RT
- Follow
- Enable notifications on CSGORoll
- Summer Giveaway 

Ends… "
None,Apple Music: Please Add Song Credits to your Platform! - Sign the Petition!  via @Change
None,See our latest #Columbus OH #job and click to apply: Outpatient Surgery RN -  #Nursing #Hiring
None,We're #hiring! Read about our latest #job opening here: Diagnostic Radiologic Technologist (IR) -  #Healthcare
None,Can you recommend anyone for this #job? A/R Specialist -  #Healthcare #Columbus OH #Hiring
Excitement,YeA girl you doing good! Keep it up mhm ye yey
Proud,YeA girl you doing good! Keep it up mhm ye yey
None,"Now playing@   Keith - ""Brian Hyland / The Joker Went Wild"" 1960s pop rock soul"
None,NowPlaying  We Will Rock You - Cashman Leonidas @CDotLeo  #KNSRadio  08:23
None,New #job: Service Delivery SME - Networks Location: Thornbury ..  #jobs #hiring
None,"[Music Video] Justine Skye - Back For More ft. Jeremih 🎥


@JustineSkye @Jeremih @_Hitmaka "
None,"RT @Justin_941: Giveaway: FULL MANUSCRIPT CRITIQUE (YA/MG)

- RT &amp; FOLLOW to enter. 

- Ends 9/8

#amwriting #amediting #writerslife #write…"
None,"RT @TechLilaBlog: An Ultimate Guide to Buying Laptop - What should you Look Before Buying a Laptop
"
Anger/Upset,Olivier Jouve joined PureCloud as Executive Vice President - EVP
Frustrated,Olivier Jouve joined PureCloud as Executive Vice President - EVP
None,RT @musicaIizou: My Love - Justin Timberlake
Fear,RT @Rosie: WE HAVE NOTHING TO FEAR -        BUT TRUMP HIMSELF
lol,RT @Rosie: WE HAVE NOTHING TO FEAR -        BUT TRUMP HIMSELF
None,Free Competition for £20 Debenhams Gift Voucher - Winneroo
None,Not using Silo yet? - In case of a data breach you might need this: Data Breach Response Toolkit…
None,RT @ManchesterLemon: Last Of The Ladies - Liam Fray Acoustic
None,ARE YOU TIRED Put a pause to fighting your Boyfriend -
None,RT @RATM: 🎧 Audioslave - Like A Stone
Thoughtful,Books are what keeps my ego in check - I remember my insignificance in the world but my importance in a single human life #BookLoversDay
None,Testers are extremely fast at manual testing @ Amazon....
None,"RT @TheSoneSource: 170809 Tiffany - LANCOME #오늘부터1일 Product Launching

 "
None,"DAILY MAIL - 
North Korean strike US's Guam could trigger UK strikes
       

       #PaginaNuova #Press"
None,"RT @MarkhamValeJobs: Great Bear at Markham Vale require a Facilities and Health and Safety Coordinator.
To apply click on link below -

htt…"
Fear,RT @STWuk: Don't Assume #Trump Is More Responsible with Nuclear Weapons Than #NorthKorea -
Frustrated,RT @STWuk: Don't Assume #Trump Is More Responsible with Nuclear Weapons Than #NorthKorea -
Thoughtful,"In the wise words of stevie nicks - ""players only love you when they're playing"""
Thoughtful,"""He who says he can and he who says he can't are both spending too much time talking instead of doing."" - Confusc… "
Thoughtful,"RT @ricsl1600: ""The only way to overcome is to hang in. Even I'm starting to believe that."" - Dan OBrien #ALDUBPhenomStars @lynieg88"
Thoughtful,RT @kavpuri: “Human beings are very fragile - it doesn’t take long to turn them into beasts” Monday at 0900 @bbcradio4…
None,Breezy dresses and more for effortless summer outfits at StyleWe - Up To 25% Off Breezy ...   #Coupons #Shopping
None,#NowPlaying Peter Sarstedt - Where Do You Go To My Lovely  Live-Stream:
None,"RT @ygent_official: [WINNER - 'OUR TWENTY FOR' FAN-SIGNING EVENT]
More info @ 
#WINNER #위너 #OurTwentyFor #OTF… "
None,RT @BirdLife_News: Food shortages threaten Africa's only native penguin species - but there is a plan to reconnect penguin and prey…
None,"RT @jeonlattae: 📢SUMMER PACKAGE GIVEAWAY 
- Worldwide🌏
- (1) Winner
- must be following @jeonlattae &amp; @milkvernon 
- End: Oct 15
-… "
None,RT @i_Vybe: Eddie Levert - Did I Make You Go Ooh: #PlayingNow on  - @Eddie_Levert
None,RT @CaSEInsurance: Insuring a #church can be tricky - ensure you work with an experienced broker or insurer and read our guide:
None,Checking in on Shares of Jimmy Choo PLC (CHOO.L) - The Business Union  #Jimmy #Choo #News
None,Suspect arrested over car #Attack on soldiers - France - RFI
None,Have you seen James Aitken (69)? Last seen around 7pm on Monday Aug 7 at Perth Bus Station - if seen please conta…
None,BCBG BCBGENERATION Cut Out Back Sleeveless Maxi Dress sz 4 NWT -
None,"@EnglandRugby @KayWilson151 #WRWC2017 #ENGvESP #RedRoses
Watch Live - England vs Spain - Women's Rugby World Cup (F… "
Anger/Upset,"RT @BiafrXit: Nigeria= fantastically corrupt
Politicians = fraudsters of magnitude
Britain = fantastically criminal "
Frustrated,"RT @BiafrXit: Nigeria= fantastically corrupt
Politicians = fraudsters of magnitude
Britain = fantastically criminal "
None,The Shins - Name For You  #nowplaying #listenlive #1063rl
Frustrated,RT @awelcome: I want teachers to brag about where they work - not complain w/frustration - same for Principals + students. Just. Say. Yes.
None,DJ Dallax - The Real New Wave
None,"RT @NCTBrasil: [#OFICIAL] 09.08.17 - NCT127 BOY VIDEO EP.14
 "
Happy,RT @mjhodgeart: How beautiful ...
Anger/Upset,"RT @alozrasT: 🚨SOROS - FUNDED Media Matters is working with Facebook and Twitter to KILL PRO-TRUMP ARTICLES

@POTUS
💥NO SURPRISE‼️
"
None,"RT @rehcords: rt for free follows (ffs)
- mbf @aussietracks 
- spam that account"
None,RT @ThePLAYLISTgh: Listen to Your Waist - RJZ ft $pacely (Prod.By Nxwrth) by RJZ #np on #SoundCloud
None,"RT @CDDWestAfrica: Terrorists Ambushed In Borno And Adamawa - @HQNigerianArmy 
#CDDWAfrica #BokoHaram @HassanIdayat"
None,1/2 The #britishsummertime weather is miserable today - cheer yourself up &amp; enter our #competition 2 win dinner in…
None,Here Are The Things You Need To Do If Your ATM Card Gets Stolen Or Missing -
Happy,RT @JanRomes: Stronger with good friends! No Sweat Pants Allowed - Wine Club!  🍷🌼✨ #womensfiction #friendship #humor…
None,"RT @paschamo: "" Muse M""  - Abstract Acrylic paintin... by @paschamo via @artfinder #acrylic #painting #art  "
None,"RT @cvpayne: Breaking News
Mylan Labs $MYL to open at $29 was $76 in 2015 - some call it karma after #EpiPen scandal.  Poor product pipelin…"
None,"RT @30for30: 59 wins. 0 losses. 4 NBA players drafted.

#BaltimoreBoys - the story of Dunbar High School basketball - airs tomor… "
None,"RT @magomana001: Chet Baker - Someday My Prince Will Come 
#Jazz
 "
None,#nytsoi Opeth - In My Time of Need
None,RT @BadRhinoUK: #WIW simply like our page and share this post to win! One lucky winner will be announced tomorrow at 10 am - GOOD L…
Happy,RT @crystalvibes06: ColorChallenge - WednesdayYellow Sunny Flower Vibes Today! Yellow makes me so happy sharing good vibes.  — #Steemit ht…
Happy,"RT @Kazue_Nakano: THIS IS IT BOIIS! 
THE FACE REVE - just kidding. 
Happy SG52/birthday to Singapore!!! 
🇸🇬 Donned in red and white… "
lol,"RT @Kazue_Nakano: THIS IS IT BOIIS! 
THE FACE REVE - just kidding. 
Happy SG52/birthday to Singapore!!! 
🇸🇬 Donned in red and white… "
Happy,RT @TFU_Kannan: #Vivegam - International Album by @anirudhofficial with energetic songs &amp; motivational lyrics in sync with theme! 👍👍
Excitement,RT @TFU_Kannan: #Vivegam - International Album by @anirudhofficial with energetic songs &amp; motivational lyrics in sync with theme! 👍👍
None,Martial Arts In Mansfield Arlington - Functional Taekwondo:  via @YouTube
Anger/Upset,RT @ChatwitChuck: IMAGINE - Congress shutting their mouths; declining even ONE interview; SUPPORTING @realDonaldTrump &amp; DOING the Work of t…
Excitement,RT @RileyKilburg: Democrats can win in rural areas by listening &amp; working for every vote - congrats to Phil Miller &amp; @iowademocrats o…
Proud,RT @RileyKilburg: Democrats can win in rural areas by listening &amp; working for every vote - congrats to Phil Miller &amp; @iowademocrats o…
Frustrated,RT @viciousbabushka: This is Obama's 30-year update program which Trump had nothing to do with but takes credit for anyway #TheResistance h…
None,"RT @UrstrulyHNE: RT - Lets see how many are on Trend ✊👊
#HBDMaheshBabu"
None,"#Omni365OnStream: Closer You And I [7UB] - Gino Padilla

Listen Live! "
None,"RT @rehcords: rt for free follows (ffs)
- mbf @aussietracks 
- spam that account"
None,"RT @AtlantaFalcons: #EatFree!

We have agreed to terms with Devonta Freeman on a five-year contract extension. 

📝 -… "
None,"RT @OH_mes: Current TOP 10 for 2017 Soribada K-Music Awards - SOBA 10

EXO
BTS
T-ara
Taeyeon
IU
Hwang Chi Yeol
G-Dragon
Highlight
Mamamoo
G…"
None,Now: La Fuente - Capitol NOVE9SEI6 RADIO - ALL THE HITS!
None,"RT @JoRichardsKent: Hero of the day is @jameschappers - do give him a follow and plenty of RTs! 🙂

Team Remain! 🙂👍🇪🇺🇬🇧"
Happy,Where we've just moved. And jolly nice it is too. #coventgarden
None,Attraction Marketing System Revealed -
None,"RT @ColDevNet: Interested in the Moodle learning platform?
Join SMUG where you can learn and share expertise -  book online here:… "
Fear,True terror is to wake up one morning and discover that your high school class is running the country. - Kurt Vonnegut
lol,True terror is to wake up one morning and discover that your high school class is running the country. - Kurt Vonnegut
Thoughtful,True terror is to wake up one morning and discover that your high school class is running the country. - Kurt Vonnegut
None,"RT @ClareCoCo: #TechNews  

Ennis town centre free Wi-Fi service launched 

READ -  "
None,NowOnOTDRadio  Mudbone @mudbone_music - The River Song -Pls Buy A Song
Proud,RT @horvagai: RT 5000 times - We are proud Americans and are disgusted with our National Embarrassment
Frustrated,RT @horvagai: RT 5000 times - We are proud Americans and are disgusted with our National Embarrassment
Dissapointed,RT @horvagai: RT 5000 times - We are proud Americans and are disgusted with our National Embarrassment
None,"RT @jyKeding: #ExoL3rdAnniversary GIVEAWAY!!! 💞

- Malaysian Exo-L only
- ends on 26thAug2017

*make sure to stream #Kokobop! 😊… "
None,Listen to Ashworth - Second Guess by Ashworth #np on #SoundCloud
None,Accident: George Washington Brg Lower Level OB - Off ramp to Henry Hudson Pkwy - Accident - 1 lane blocked - partially
None,RT @thesexpedition: #SexpeditionStunner - RT &amp; FOLLOW @ElysaExhib
None,Robotics In Wealth Management -
Fear,True terror is to wake up one morning and discover that your high school class is running the country. - Kurt Vonnegut
Thoughtful,True terror is to wake up one morning and discover that your high school class is running the country. - Kurt Vonnegut
None,RT @sportstori: First depth chart is out - Greg Robinson is listed first at LT Cyrus Kouandjio second.
None,RT @Boyfriend_heree: 170809 BOYFRIEND's 'Star' MV Filming Behind - Minwoo (from Starship's blog) #보이프렌드 #NEVER_END
None,"RT @NCTBrasil: [#OFICIAL] 09.08.17 - NCT127 BOY VIDEO EP.14
 "
None,See our latest #Alpharetta GA #job and click to apply: Hybrid Graphic Designer -  #Art #Hiring #CareerArc
None,We're #hiring! Click to apply: Front Desk Agent -  #Hospitality #Manchester VT #Job #Jobs #CareerArc
None,We're #hiring! Read about our latest #job opening here: Support Associate -  #Retail #StatenIsland NY #CareerArc
None,"RT @NewGameTips: Candy Crush Saga Online Hack Apk mod cheats - Get Unlimited Moveslives And Gold [Android/ios]

"
None,Alpha &amp; Omega - Pure and Clean [Remix]  #NowPlaying #ListenLive
Happy,"Good things tomorrow: 
✔ Classes will start at 10 AM
✔ Lunch/study break (11 AM - 1 PM)
✔ Earliest dismissal (3 PM)"
None,We the Lion - All my Demons (Official Audio)
None,"RT @rajeev_mp: #Flashback 4 yrs ago
 Aug 9 2013 - on 71st annivrsy of #QuitIndiaMovement - I said all who r holdng this great nat… "
None,Pitbull - Timber ft. Ke$ha
None,"RT @Bucko8828: I've just seen an advert in my local paper.

 ACCOUNTANT NEEDED
 £35000 - £40000

I rang them and said ""The answer is - £5…"
None,"RT @CSGORoll: AK-47 | Jaguar MW

- RT
- Follow
- Enable notifications on CSGORoll
- Summer Giveaway 

Ends… "
None,Can you recommend anyone for this #job? Utility -  #Utility #Westmoreland NY #Hiring
Love,"RT @MaheshNBhatt: Most of the time all you have is the moment and the imperfect love of the people around you.
- Anne Lamott"
Thoughtful,"RT @MaheshNBhatt: Most of the time all you have is the moment and the imperfect love of the people around you.
- Anne Lamott"
Love,Reason Why I still miss you -
Sadness,Reason Why I still miss you -
None,"RT @TheSoneSource: 170809 Tiffany - LANCOME Pop Up Store #오늘부터1일 Product Launching Event by mbnstar
 "
None,NIVIRO - The Floor Is Lava NoCopyright  via @YouTube
None,DJ Dallax - The Real New Wave
None,"RT @CSGORoll: AK-47 | Jaguar MW

- RT
- Follow
- Enable notifications on CSGORoll
- Summer Giveaway 

Ends… "
None,RT @BadRhinoUK: #WIW simply like our page and share this post to win! One lucky winner will be announced tomorrow at 10 am - GOOD L…
Anger/Upset,RT @stevennelson899: @ABC Americans will sleep well when the Comey Putin installed President - gets IMPEACHED
None,12 plants that repel unwanted insects | MNN - Mother Nature Network
None,10 Digital Marketing Tips for Small Business Owners in 2017 -  #staymotivated
Proud,My list - Amazing women whom I am honouring today - South African National Woman's Day: cousin in law Shannon &amp; my…
None,"RT @TRIANGLE_TEN: STAY.
-
170809 #종업 #JONGUP @BAP_Jongup "
None,#nowplaying Detriot Spinners - Working My Way Back To You
None,"RT @magomana001: Barry Harris Trio 1976 - 'Round Midnight 
#Jazz
 "
None,RT @dvdinfatuation: This #films producer promoted it as a serious #scifi drama which hurt it at t/ #BoxOffice -  ht…
None,Gostei de um vídeo do @YouTube  Twenty one pilots - Holding onto you ( Acoustic Version Red Room )
Love,Got to love a guy who still smokes during an interview. This is why I love him. Not because he's a rock star but bc…
None,"RT @Gowtham_MGRvj: #HBDMaheshBabu -  1.1M tweets in 24hrs 
#HappyBirthdayNTR -  910K tweets in 30hrs ( tweet decks  BOTS) 

Target -… "
None,Deep Purple's Steve Morse: 'It Would Be Nice' to Play With Ritchie Blackmore One Last Time - Loudwire
None,♪I Don't Want To Be Here Anymore - Rise Against - The Black Market
None,RT @GAYXXXBLOG: Confessions @rodneysteelexxx pounds @jacksoncooperx_ on @IconMale - 50% off #bigdick #gayporn w/code GAYXXX50…
None,"RT @YG_WINNER: [VIDEO] 170809 WINNER - 'After Dad Falls Asleep' Pikicast 
▶️ 
▶️  "
None,#Nowplaying fortissimo -from insanity affection- - fripSide (Decade)
None,"#radio #moscow #boogie
Mitch Woods - Saturday Night Boogie Woogie Man 

Boogie Woogie Swing &amp; Rock'N'Roll 24/7"
None,"RT @CSGORoll: AK-47 | Jaguar MW

- RT
- Follow
- Enable notifications on CSGORoll
- Summer Giveaway 

Ends… "
None,#job Machine Operator - Remedy Intelligent Staffing #SunPrairie #WI  #jobs
None,"RT @LukeCombsMusic: .@ericchurch - Carolina
Aug. 11 / 8 AM EST - Join my fan club at  and hear the news first! "
None,"RT @deariejinwoo_: 170809 WINNER - 'After Dad Falls Asleep' Pikicast

ดูได้ที่นี่ค่ะ "
None,RT @jflessauSpam: Bazinga! Follow me + Retweet to win a Microsoft stiffy-loving Re-animated Dingo Energizer - collect only
None,"RT @xxppchx: Pls RT
♦ PAST AND PRESENT ♦ 
- 7 -
(
#PandPfic
#แดนอู #ยองจิน 
#PRODUCE101_FIC"
None,RT @TrueArtPage: Vincent Van Gogh - Sunflowers (detail) 1888-89
None,Accident: I-278/Brooklyn-Queens Exwy SB - Near Wythe Av (#31) - Accident - left lane blocked
None,Now Playing: Alan Jackson - Dog River Blues Is On Q106.8 Country #NowPlayingOnTheQ
Happy,"RT @Disnerii: 6. when i was your man - bruno mars

every time this plays i will sing it at the top of my lungs "
None,"RT @Ellesmere_CC: ***@allstarscricket***

Session 6

🏏 ECC All Stars
📅 Weds 9th August
🕐 17:00hrs - 18:00hrs
📍 Birch Road Arena
👥 Boys &amp; Gi…"
None,"RT @PSG_English: On this date in 1️⃣9️⃣9️⃣8️⃣  - first game first touch of the ball first goal for the great @IAmOkocha ⚡️  

⚽️… "
Love,RT @jeonghanfiles: one of jeonghan's cutest fancams - you r in love
None,"RT @exo_schedules: [UPCOMING RELEASE] 170824 #EXO

24th August - 11:10PM KST - KBS Happy Together Summer Holiday special - Star Golden… "
None,free instagram followers | Instagram followers - Get Followers  via @po_st
None,I just entered a Prize Giveaway! - Win This Spartan Knife Holder on   #win #Fishbowlprizes
None,♬ Devo - Beautiful World ♬  #nowplaying
Thankful,#THANKFUL FOR ‘THE HOBBIT’ AND ‘THE FELLOWSHIP OF THE RING’ TRILOGY - THE BOOKS AND THE MOVIES (watched ‘The Hobbit…
Thankful,#THANKFUL FOR ‘THE HOBBIT’ AND ‘THE FELLOWSHIP OF THE RING’ TRILOGY - THE BOOKS AND THE MOVIES (watched ‘The Hobbit…
None,"RT @creativesharka: Fashion dolls -  All 8 outfits from #QAL2017.
#QAL #AdamLambert @adamlambert #fanart #illustration #fashion "
None,@maltravers2011 @bluehand007 @willssss1 @jchr5667 @ukbaconman @kwilliam111 @cnccauley @Article1066 @QueenOfTheAvi…
Thankful,#THANKFUL FOR ‘THE HOBBIT’ AND ‘THE FELLOWSHIP OF THE RING’ TRILOGY - THE BOOKS AND THE MOVIES (watched ‘The Hobbit…
Fear,Media scholar on Trump TV: “This is Orwellian and it’s happening right now right here” - Vox. 💯Real News...
None,"RT @NewGameTips: Candy Crush Saga Online Hack Apk mod cheats - Get Unlimited Moveslives And Gold [Android/ios]

"
None,Emeril 5-Piece Kitchen Series Steel Cutlery Set - Page 1 -
None,"RT @TheSoneSource: 170809 Tiffany - LANCOME #오늘부터1일 Product Launching by liveen


Cut "
None,RT @thesexpedition: #SexpeditionStunner - RT &amp; FOLLOW @ElysaExhib
None,"#nowplaying 
Lil Wayne - Wasted"
Love,"RT @GlennonDoyle: ""We must love each other or die."" - Auden
That is a true story.  "
Fear,"RT @GlennonDoyle: ""We must love each other or die."" - Auden
That is a true story.  "
Amusment/Interest?,Great collab and lovely video from @FinisterreUK and the @RNLI - top work.
Amazed,Great collab and lovely video from @FinisterreUK and the @RNLI - top work.
None,"RT @montenegro_emil: Spend some time this weekend on home improvement; improve your attitude toward your family. 
 - Bo
#ALDUBPhenomStars
@…"
None,Build That Muscular Body Without With Natural Supplements -
None,"RT @RunwayFriday: **COMP TIME**
If you want to win:
- VIP
- £50 bar tab
- Meet&amp;Greet #LoveIsIand Marcel

Head over to our fb to enter… "
None,"Rental Car Agent - Airport. 25h (15 meses) 

 #empleo #alcoi #alcoy"
Thoughtful,Spirit is an invisible force made visible in all life. - Maya Angelou #quote
None,Saturday Night Fever - More Than A Woman (Bee Gees)  via @YouTube
None,"RT @OH_mes: Current TOP 10 for 2017 Soribada K-Music Awards - SOBA 10

EXO
BTS
T-ara
Taeyeon
IU
Hwang Chi Yeol
G-Dragon
Highlight
Mamamoo
G…"
Anger/Upset,I hate theories. I'm getting crazy about it.
Frustrated,I hate theories. I'm getting crazy about it.
None,With $1 Trillion Chasing Deals Investors Park Cash in ETFs - Bloomberg
None,We're #hiring! Read about our latest #job opening here: Server -  #Server #Restaurantlife #Apopka FL
None,We're #hiring! Click to apply: Payroll Manager - Harvard Medical Faculty Physicians Group -  #Healthcare #Woburn MA
Thankful,RT @gdayfans: Via @trecool - Revolution Radio! Thank you Utah! What a crowd! The rain came at the end of the show and it was in..…
Happy,"""Feeling good is what you should be doing every day of your life."" - Wayne Dyer"
Thoughtful,"""Feeling good is what you should be doing every day of your life."" - Wayne Dyer"
None,See our latest #Alexandria VA #job and click to apply: Shift Manager -  #Veterans #MilSpouse #Hiring #CareerArc
None,"Asus - Transformer Pro T304UA 2-in-1 12.5"" Touch-Screen Laptop - Intel Core i... "
None,"1st --&gt; Go to my room  
2nd --&gt; Have fun with me ;)
Live very soon ;) #Fun with #ItalianBoy… "
Excitement,FINALLY DONALD TRUMP IS IN TROUBLE WATCH OUT FOR THE REVENGE OF MEXICO -
Frustrated,FINALLY DONALD TRUMP IS IN TROUBLE WATCH OUT FOR THE REVENGE OF MEXICO -
Anger/Upset,@PatrickVLutz2 McCain -                                                 Posterboy for GOP Establishment Slime❗️
Frustrated,@PatrickVLutz2 McCain -                                                 Posterboy for GOP Establishment Slime❗️
Thankful,"RT @DoveCam03016416: Forgive anyone who has caused you pain or harm 

                                   - Les Brown"
lol,"RT @ira: ""Why can't people use their voice for something that fucking matters?"" - Selena Gomez July 17 2016. "
Thankful,"RT @ira: ""Why can't people use their voice for something that fucking matters?"" - Selena Gomez July 17 2016. "
lol,"RT @RevDaniel: ""You shall love your enemy and pray for those who persecute you "" - Jesus. ""Nuke the bastards!"" - Evangelicals "
Frustrated,"RT @RevDaniel: ""You shall love your enemy and pray for those who persecute you "" - Jesus. ""Nuke the bastards!"" - Evangelicals "
Dissapointed,"RT @RevDaniel: ""You shall love your enemy and pray for those who persecute you "" - Jesus. ""Nuke the bastards!"" - Evangelicals "
Anger/Upset,"RT @Travishcott: Highest suicide rate: Lithuania.
Murder: Honduras.
Rape: United States.
Mental health problems: United states. 
Mus… "
Anger/Upset,RT @joeyayoub: Smearing rescue workers in times of war is assisting their murder. John Pilger is a war crimes apologist.
None,"RT @CSGORoll: Gut Knife | Black Laminate MW

- RT
- Follow
- Enable notifications on CSGORoll
- Summer Giveaway… "
None,Kohl's - Kohls 25% off IN-STORE ONLY - AUGUST Fast Delivery -EXP AUGUST 31 2017 #BuyNOW $1.49 #deal #ebay
None,♬ John McLaughlin and the 4th Dimension - Not Here Not There ♬  #nowplaying
Anger/Upset,@TheEconomist This is such false propaganda. No president ever brushed off NK bombast - they allowed it to happen a…
Thankful,@senorrinhatch Thank you Senator Hatch for being the voice of leadership decency and reason. Heard from…
Confusion,"RT @KFILE: I am so extremely confused about the nature of the Detroit Red Wings signs.

 "
Thankful,Today's attendance: 8060 (124 visitors) - Thank you once again for your fantastic support. #TeamLincoln
Frustrated,With impending nuclear war - I always thought the apocalypse would have more articulate spokesmen.  #disappoint
Dissapointed,With impending nuclear war - I always thought the apocalypse would have more articulate spokesmen.  #disappoint
Love,"RT @itsjaeminday: - Happy Birthday to the king of aegyo! We will always be waiting for you! ❤️
#HappyJaeminDay "
Happy,"RT @itsjaeminday: - Happy Birthday to the king of aegyo! We will always be waiting for you! ❤️
#HappyJaeminDay "
Love,"RT @vineofserie: theo raken 
- we all love him &amp; hate him at the same time
- best bad guy of the show
- so hot 
- became good and sa… "
Excitement,RT @Kitchnbutterfly: @EatDrinkLagos So yes coming your way - over delicious plates and sturvessssssssssssssssss. Be excited people!
None,Erotic Stories : Too Hot To Be A Wife: A Wo... by Isabella Pearls  -   ADULT ONLY
Anger/Upset,RT @SenWarren: Racism bigotry &amp; hate are wrong - in Charlottesville &amp; anywhere else in this country. We should be a better people than tha…
Dissapointed,RT @SenWarren: Racism bigotry &amp; hate are wrong - in Charlottesville &amp; anywhere else in this country. We should be a better people than tha…
lol,A bank is a place that will lend you money if you can prove that you don't need it. - Bob Hope
Thoughtful,A bank is a place that will lend you money if you can prove that you don't need it. - Bob Hope
Anger/Upset,"Oh yes. That ol' chestnut. 

The nonsensical twattery of people claiming to stand up against 'cultural marxism'   -… "
Frustrated,"Oh yes. That ol' chestnut. 

The nonsensical twattery of people claiming to stand up against 'cultural marxism'   -… "
Confusion,A paradox? Trump is telling nuclear target about natural beauty of nuclear target.
Frustrated,A paradox? Trump is telling nuclear target about natural beauty of nuclear target.
Thoughtful,"RT @Guxxi_Mong: JK&amp;SUGA -
""We returned from the sea when we were alone"""
Happy,"Colourful street in Benamargosa - pretty as a picture!

#Benamargosa #Axarquia #Malaga #Andalucia "
Anger/Upset,THIS EVIL DISGUSTS ME!
Dissapointed,THIS EVIL DISGUSTS ME!
Anger/Upset,my temper is so bad. &amp; i get mad entirely too fast. anything &amp; everything PISSES ME OFF.
Frustrated,my temper is so bad. &amp; i get mad entirely too fast. anything &amp; everything PISSES ME OFF.
Sadness,Leaving for Virginia in 4 days 😳😳 ain't even close to ready
lol,Commander comb-over at work @realDonaldTrump @WhiteHouse @GOP
Love,Everyone please help my mom and dad on his surgery 💟
lol,Power is the best and worst show every episode lmaooo
Amusment/Interest?,Glued to my tv for the next consecutive 34 hours don't contact me until after
Excitement,Glued to my tv for the next consecutive 34 hours don't contact me until after
Happy,Beer doesn't get me drunk but it gets me the right kind of tipsy.
Happy,This thread is gold. Awesome!
Excitement,This thread is gold. Awesome!
Fear,Ohhh California....gulp
lol,@joeweIIers geox: millennial edition - the shoe that vapes
